Abendrothschule<br>Grundschule,Abendroth-GS@cuxhaven.de
Schule im Kastanienhof<br>Grundschule Langen,gs.langen@ewetel.net
Schule im Kirchtal<br>Grundschule,info@schule-im-kirchtal.de
Schule im Saaletal<br>Grundschule Oldendorf,gs-saaletal@t-online.de
Schule Im Spiet<br>Grundschule I Norden,verwaltung@schule-im-spiet.de
Schule in der Dodesheide<br>Grundschule,schulleitung@dodesheide-online.de
Schule Marienau<br>Gymnasium in freier Trägerschaft,sekretariat@marienau.de
Schule Molzen<br>Grundschule,Grundschule-Molzen@t-online.de
Schule Oldenstadt<br>Grundschule,schuleoldenstadt@web.de
Schule Rathausstraße<br>,gs-rathausstrasse@laatzen.de
Schule Saturnring<br>Grundschule,sekretariat@grundschule-saturnring.de
Schule Sünteltal<br>Grundschule,gs3.holtensen@hameln.de
Schule unterm Regenbogen<br>Grundschule Schmedenstedt/Woltorf,GS-Schmedenstedt-Woltorf@Stadt-Peine.de
Schule Wangelist<br>Grundschule,gs11.wangelist@hameln.de
Schulrat-Habermalz-Schule<br>Hauptschule,HS-Alfeld@t-online.de
Schulzentrum Collhusen<br>Haupt- und Realschule,info@schulzentrumcollhusen.de
Schulzentrum Hasetal<br>Oberschule Herzlake,hros.herzlake@t-online.de
Schulzentrum Jork<br>Oberschule mit gym. Angebot,info@schulzentrum-jork.de
Schunterschule<br>Grundschule in Flechtorf,schunterschule@gemeinde-lehre.de
Schwalbenschule Wriedel<br>,vgs-wriedel@t-online.de
Süderbergschule<br>Grundschule,suederbergschule@t-online.de
Süderwischschule<br>Grund- und Hauptschule,suederwisch-schule-cuxhaven@t-online.de
Südstadtschule<br>Grund-,Haupt- und Realschule,Suedstadtschule@Hannover-Stadt.de
Selma-Lagerlöf-Oberschule Harsefeld<br>,slo-sekretariat@harsefeld.de
Sibylla-Merian-Gymnasium<br>,sekretariat@gymnasium-meinersen.de
Sünte-Marien-Schule<br>Grundschule Wietmarschen,&#8203;verwaltung@gswietmarschen.de
Sollingschule Uslar<br>Oberschule,sollingschule.uslar@t-online.de
Sonnenblumenschule<br>,info@gs-thoense.de
Sonnenschule - Grundschule Bendestorf<br>,info@sonnenschule-bendestorf.de
Sonnensteinschule Horsten<br>,grundschule-horsten@friedeburg.de
Sophie Dorothea Grundschule<br>Grundschule,gs-ahlden@web.de
Sophienschule<br>Gymnasium,sekretariat@sophienschule.de
Sophie Scholl Gesamtschule<br>Kooperative Gesamtschule Wennigsen,KGS.Wennigsen@htp-tel.de
Sophie-Scholl-Schule<br>Hauptschule,hs-sophiescholl@osnanet.de
Splittingschule<br>Grundschule,kontakt@splittingschule.de
Stadtschule<br>Grundschule,Stadtschule@rotenburg-wuemme.de
Stadtschule Wunstorf<br>Grundschule,stadtschulewunstorf@t-online.de
St.-Antonius-Schule<br>Grundschule f. Schüler kath. Bek,kontakt@gsmuehlen.de
St.-Augustinus-Schule<br>Oberschule in kirchl. Trägerschaft,st.-augustinus-schule@t-online.de
St.-Bernhard-Schule<br>Grundschule,st-bernhard-schule-rulle@t-online.de
Städt. Realschule Aurich<br>,schulleitung@realschule.aurich.de
Stegemannschule Lohne<br>Hauptschule  mit Ganztagsangebot,info@stegemannschule.de
St.-Elisabeth-Schule<br>Grundschule f. Schüler kath. Bek,st.-elisabeth-schule-d@t-online.de
Sternschule<br>Grundschule,sternschule.uelzen@gmx.de
St.-Heinrich-Schule Ellenstedt<br>Katholische Grundschule,st.-heinrich-schulen@ewetel.net
St. Johannes-Schule<br>Oberschule,johannes-schule-bakum@t-online.de
St. Laurentius-Grundschule<br>,gs-liebenau@gmx.de
St.-Laurentius-Schule<br>auslaufende Aufhebung ab 01.08.15,hs-liebenau@t-online.de
St.-Ludgeri-Schule<br>Realschule,sekretariat@rs-loeningen.de
St.-Martin-Schule Bösel, Grundschule<br>für Schüler kath. Bekenntnisses,Schulleitung@gsboesel.de
St.Martinus-Schule<br>Grundschule f. Schüler kath. Bek,gs-st.martinusschule@schulen-hildesheim.de
St. Nikolaus Grundschule<br>Offene Ganztagsschule Tiftlingerode,grundschule.tiftlingerode@t-online.de
St.-Peter-Schule Wildeshausen<br>Grundschule f. Schüler kath. Bek,info@st-peter-schule-wildeshausen.de
St.-Ursula-Schule<br>Grundschule f. Schüler kath. Bek,info@st-ursula-schule.lueneburg.de
St.-Ursula-Schule<br>Gymnasium in freier Trägerschaft,mail@st-ursula-gym.de
St. Ursula-Schule Duderstadt<br>Integrierte Gesamtschule,info@st-ursula.schule
Stüveschule<br>Grundschule,stueveschule@osnanet.de
St.-Viti-Gymnasium<br>,Schulleitung@st-viti.de
St.Vitus-Grundschule<br>,st.vitus-grundschule@ewetel.net
Sundermannschule<br>Grundschule,sundermannschule@t-online.de
Teletta-Groß-Gymnasium<br>,sekretariat@tgg-leer.de
Tellkampfschule<br>Gymnasium,sekretariat@tellkampfschule.eu
Testschule Irgendwo<br>,test@test.de
Tetta von Oldersum Schule<br>Verlässliche Grundschule Tettens,vgs-tettens@wangerland.org
Theodor-Heuss-Gymnasium<br>Europaschule Göttingen,thg@goettingen.de
Theodor-Heuss-Gymnasium<br>,thg@versus-wf.de
Theodor-Heuss-Gymnasium Wolfsburg<br>,sekretariat@thg-wob.de
Theodor-Heuss-Realschule<br>,heuss.rs@t-online.de
Theodor-Heuss-Schule<br>Grundschule Empelde,grundschule@ths.ronnenberg.de
Thomas-Mann-Haupt-und Realschule<br>,info@ganztagsschule-northeim.de
Thomas-Morus-Schule<br>Oberschule in kirchl. Trägerschaft,sekretariat@tms-os.de
Tilman-Riemenschneider-Gymnasium<br>,mail@trg-oha.de
Tjede-Peckes-Grundschule<br>,gs-wremen@wursternordseeküste.de
Ubbo-Emmius-Gymnasium<br>,Leitung@ueg-leer.de
Ubbo-Emmius-Schule Greetsiel<br>Grundschule,mail@gs-greetsiel.de
Ulrichsgymnasium<br>,ulrichsgymnasium.norden@landkreis-aurich.de
Ursulaschule<br>Gymnasium in freier Trägerschaft,sekretariat@ursulaschule.de
Verdener Campus<br>Oberschule Verden (Aller),info@obs-verden.de
Verl. Grundschule Osterfeine<br>f. Schüler kath. Bek.,GSOsterfeine@t-online.de
Verlässliche Grundschule Aerzen<br>mit Förderschulkl.Schwerpkt. Sprache,sekretariat@grundschule-aerzen.de
Verlässliche Grundschule Afferde<br>,Grundschule.Afferde@hameln.de
Verlässliche Grundschule Amelgatzen<br>,vgs-amelgatzen@emmerthal.de
Verlässliche Grundschule Bodenburg<br>,vgs.bodenburg@t-online.de
Verlässliche Grundschule Bortfeld<br>,vgs-bortfeld@wendeburg.de
Verlässliche Grundschule Bothmer<br>,schule@grundschulebothmer.de
Verlässliche Grundschule<br>Steenfelde/Großwolde,info@grundschule-steenfelde.de
Verlässliche Grundschule Delligsen<br>,info@gs-delligsen.de
Verlässliche Grundschule Essinghausen<br>,GS_Essinghausen@t-online.de
Verlässliche Grundschule Gadenstedt<br>,gs-gadenstedte@web.de
Verlässliche Grundschule Groß Berkel<br>,GS_Gross_Berkel@t-online.de
Verlässliche Grundschule Großenmeer<br>,vgs.grossenmeer@t-online.de
Verlässliche Grundschule Halsbek<br>,leitung@gs-halsbek.de
Verlässliche Grundschule Hambergen<br>,vgs-hambergen@t-online.de
Verlässliche Grundschule Heide<br>,grundschule.heide@ewetel.de
Verlässliche Grundschule Hogenkamp<br>,Grundschule-Hogenkamp@t-online.de
Verlässliche Grundschule Hooksiel<br>,vgs-hooksiel@wangerland-online.de
Verlässliche Grundschule Höver<br>,hoever@grundschulen-sehnde.de
Verlässliche Grundschule Ihrhove<br>,VGSIhrhove@westoverledingen.de
Verlässliche Grundschule Kirchohsen<br>,vgs-kirchohsen@emmerthal.de
Verlässliche Grundschule Klein Berkel<br>Verlässliche Grundschule,gs12.klein.berkel@hameln.de
Verlässliche Grundschule Liebenburg<br>,schulleitung@gs-liebenburg-li.nibis.de
Verlässliche Grundschule Ocholt<br>,leitung@vgs-ocholt.de
Verlässliche Grundschule Oestringfelde<br>,vgs-oestringfelde@ewetel.net
Verlässliche Grundschule Ovelgönne<br>,schulleitung-gs-ovelgoenne@ewe.net
Verlässliche Grundschule Sengwarden<br>,gs-sengwarden@wilhelmshaven.de
Verlässliche Grundschule Völkersen<br>,gs-voelkersen@web.de
Verlässliche Grundschule Völlenerfehn<br>,info@grundschule-voellenerfehn.de
VGHS Burgschule Peine<br>f. Schüler kath. Bek.,burgschule@stadt-peine.de
VGS Eschershausen<br> Verlässliche Grundschule,Grundschule-Eschershausen@t-online.de
VGS III Buchholz<br>Wiesenschule,sekretariat@wiesenschule.org
VGS Tündern<br>mit Förderschulkl. Schwerpkt. Sprache,Schule-Tuendern@t-online.de
VGS Wendeburg<br>,VGSWendeburg@t-online.de
Vicco-von-Bülow-Oberschule Vienenburg<br>,info@obs-vienenburg.de
Viktoria-Luise-Gymnasium<br>,sekretariat@vlgym.de
Vincent-Lübeck-Gymnasium<br>,sekretariat@vlg-stade.de
Von-Galen-Schule Lohne<br>Katholische Grundschule,info@von-galen-schule-lohne.de
Von-Ravensberg-Schule<br>Oberschule,info@von-ravensberg-schule.de
Von-Sanden-Oberschule Lemförde<br>,info@von-sanden-oberschule.de
Waldschule Berumerfehn<br>Grundschule,waldschule@grossheide.de
Waldschule<br>Grundschule,gs-waldschule@schulen-noh.de
Waldschule<br>Grundschule,sekretariat@waldschule-bevensen.de
Waldschule<br>Grund- und Oberschule mit Montessorizug,info@waldschule-buchholz.de
Waldschule Egels<br>Integrierte Gesamtschule,verwaltung@igs-egels.de
Waldschule Hagen-Beverstedt<br>Gymnasium in freier Trägerschaft,info@waldschule-hagen.de
Waldschule Hatten<br>Oberschule,wsh@waldschule-hatten.de
Waldschule Leschede<br>Grundschule,waldschule@emsbueren.de
Waldschule Lüstringen<br>Grundschule,waldschule-luestringen@osnanet.de
Waldschule Papenburg<br>Grundschule,info@waldschule-pbg.de
Waldschule Ramlingen-Ehlershausen<br>Grundschule,sek@waldschule-ehlershausen.com
Waldschule Schneeren<br>Grundschule,waldschule.schneeren@t-online.de
Waldschule Schwanewede<br>Kooperative Gesamtschule,verwaltung@waldschule-schwanewede.de
Waldschule Steyerberg<br>,info@waldschule-steyerberg.de
Wallschule<br>Grundschule,schulleitung@gs-wallschule.de
Wallschule<br>Grundschule,wallschule@stadt-peine.de
Wallschule Cloppenburg<br>Grundschule,wallschule.cloppenburg@ewetel.net
Wallschule Wildeshausen<br>Grundschule,sekretariat@wallschule.info
Werk-statt-Schule e.V.<br>Förderschl. Schwpt. emot. u. soz. Entw,schule@werkstattschule.de
Werla-Schule<br>Haupt- und Realschule,info@werla-schule.de
Werner-von-Siemens-Gymnasium<br>,siemens.gymnasium@landkreis-goslar.de
Werner-von-Siemens-Schule<br>Realschule,info@rs-wvs.de
Werra-Realschule<br>,werra-realschule@t-online.de
Westerburgschule<br>Grundschule,westerburgschule@t-online.de
Wiedau-Schule<br>Oberschule Bothel,wiedau-schule@bothel.de
Wiehetal Grundschule Hohne<br>,info@wiehetal-grundschule-hohne.de
Wietzenbruchschule<br>Grundschule,kontakt@wietzenbruchschule.de
Wilhelm-Berning-Schule<br>Grundschule f. Schüler kath. Bek,gs-wilhelm-berning@t-online.de
Wilhelm-Bock-Grundchule<br>Hagenburg,sekretariat@grundschule-hagenburg.de
Wilhelm-Bracke-Gesamtschule<br>IGS Braunschweig-West,post@bracke.eu
Wilhelm-Busch-Grundschule<br>,gs-niedernwoehren@teleos-web.de
Wilhelm-Busch-Grundschule<br>,wilhelm-busch-gs@versus-wf.de
Wilhelm-Busch-Grundschule Ebergötzen<br>Grundschule,wilhelm-busch-schule-e@t-online.de
Wilhelm-Busch-Gymnasium<br>,schule@wilhelm-busch-gymnasium.de
Wilhelm-Busch-Schule<br>Grundschule,GSWilhelmBuschSchule@hannover-stadt.de
Wilhelm-Busch-Schule<br>Grundschule mit Förderschulklasse,wbs-goettingen@web.de
Wilhelm-Busch-Schule<br>Grundschule,sekretariat@wbs-soltau.de
Wilhelm-Busch-Schule<br>Verlässliche Grundschule Hohenbostel-Bantorf,sekretariat@wilhelm-busch-schule.org
Wilhelm-Busch-Schule<br>Verlässliche Grundschule,WBS-Gifhorn@t-online.de
Wilhelm-Busch-Schule Hunteburg<br>Grund- und Hauptschule,sekretariat@wilhelm-busch-schule.de 
Wilhelm-Fredemann-Oberschule<br>Melle,obs-neuenkirchen@osnanet.de
Wilhelm-Gymnasium<br>,mail@wilhelm-gym.de
Wilhelm-Henneberg-Schule<br>Grundschule,s.knoke@goettingen.de
Wilhelm-Niermann-Schule<br>Grundschule f. Schüler kath. Bek,gs.niermann@ewetel.net
Wilhelm-Raabe-Schule<br>Grundschule,ghs-wilhelm-raabe@versus-wf.de
Wilhelm-Raabe-Schule<br>Grund und Oberschule Südstadt,wrs@hameln.de
Wilhelm-Raabe-Schule<br>Gymnasium,info@wilhelm-raabe-schule.lueneburg.de
Wilhelm-Raabe-Schule<br>Gymnasium,wrs@hannover-stadt.de
Wilhelm-Raabe-Schule<br>VGS-Ilten,ilten@grundschulen-sehnde.de
Wilhelm-Röpke-Schule<br>Grundschule,gs-schwarmstedt@schwarmstedt.de
Wilhelm-Röpke-Schule<br>Kooperative Gesamtschule Schwarmstedt,sekretariat@kgs-schwarmstedt.de
Wilhelm-Staehle-Schule<br>Hauptschule und Realschule,sekretariat@hrs-neuenhaus.de
Wilhelm-Stedler-Schule<br>Grundschule,Wilhelm-Stedler-Schule@stadt-barsinghausen.de
Wilhelm-von-der-Heyde-Schule<br>Oberschule,buero@wvdh-schule.de
Windthorst-Gymnasium<br>,wgm-mail@ewetel.net
Wittekind-Realschule<br>,info@wrs-os.de
Wäldchenschule<br>Grundschule Arnum,grundschule-arnum@t-online.de
Wümmeschule Ottersberg<br>Oberschule,sekretariat@wuemmeschule.de
Wolfsburger Oberschule<br>mit Außenstelle Kettlerstraße,info@wolfsburger-oberschule.de
Worthschule am Georgenberg<br>f. Schülerinnen und Schüler kath. Bek.,gsworthschule@goslar.de
Wurmbergschule<br>Grundschule,wurmbergschule.braunlage@t-online.de.
Zinzendorfschule Tossens<br>Gymnasium in freier Trägerschaft,schule@zinzendorfschule.de
Zinzendorfschule Tossens<br>Oberschule in fr. Tr.,schule@zinzendorfschule.de
